C_Parameter,Gamma_Parameter,Mean_F1_Score(Train),Std_F1_Score(Train),Mean_F1_Score(Test),Std_F1_Score(Test),Rank
2.2,0.35,0.9464432424400947,0.003984940274644805,0.6257332790646982,0.0408425574529193,39
2.3,0.25,0.9029031473453287,0.003239571956403596,0.625710989221142,0.03850611086737727,40
2.8,0.3,0.944907626325778,0.004428363442273788,0.6256118248812431,0.030593167804539044,41
2.2,0.25,0.8995245065586733,0.004471734820833977,0.6253501896498822,0.03748000893802546,42
3.0,0.35,0.9620435672389492,0.00350276617265731,0.6246841021073825,0.04184579085440816,43
2.5,0.35,0.9527597255081963,0.003504966952333291,0.624422122025248,0.03933152243663118,44
3.0,0.2,0.8945809409043779,0.004851790049837104,0.6242645501909239,0.041450030054394994,45
2.5,0.4,0.9640401233951895,0.003116379377980242,0.6240567791460918,0.043791095188564805,46
2.1,0.4,0.9548826899290415,0.004058637170072023,0.6239131959148665,0.03981478242906062,47
2.2,0.4,0.9574346714066232,0.0037351328689406273,0.6239131959148665,0.03981478242906062,47
2.3,0.35,0.948879064991816,0.0034808785746474656,0.6238227187516059,0.03675260162405451,49
2.9,0.35,0.9593610303747576,0.002954017795972607,0.623515096163847,0.0402079594074905,50
2.0,0.4,0.9528630924870833,0.0037841357831547425,0.623122201294229,0.040666122919903444,51
3.0,0.325,0.9551961952163561,0.0029839216960385138,0.6230687187479967,0.03558157216520412,52
2.7,0.325,0.949696924559521,0.004340794919573878,0.6220802837491675,0.03445294976096385,53
2.1,0.25,0.8968659271794115,0.004081650643342612,0.6219001502514935,0.038367940373204734,54
2.4,0.35,0.9510233488077944,0.003765728971244023,0.621857357990552,0.04095522672259301,55
2.9,0.2,0.8916447789488648,0.0037884374416412145,0.620677971334637,0.04480603888646179,56
2.5,0.325,0.9462286185320787,0.004311422721058173,0.6205599830336765,0.029717194160741315,57
2.9,0.3,0.9466256813405772,0.004534569829228725,0.6201857083704447,0.030353803091993266,58
2.6,0.4,0.9659508390037056,0.00412332006041059,0.6198639741534405,0.04266577063196151,59
2.6,0.325,0.9476865647598235,0.004075725587762243,0.6198150821821955,0.03174846433891472,60
2.8,0.2,0.8893032804636546,0.0036697040028900734,0.6192483710731077,0.0458235300840787,61
2.7,0.2,0.8870494856039663,0.003645727801399603,0.6182525028191732,0.04716381994061136,62
2.9,0.325,0.9531777844772167,0.0033661137141528016,0.6182331724365954,0.037431574471054836,63
2.8,0.325,0.9514363456385748,0.00324469600599067,0.6181588948645219,0.03451287260342649,64
3.0,0.3,0.9479760384398863,0.0042747872478263735,0.6179654930356735,0.03354285046760984,65
2.7,0.4,0.9675877902862389,0.004040633352670999,0.6178544681400716,0.04233434981632233,66
2.0,0.25,0.8933620657082291,0.004940980564201689,0.6176678567817074,0.03457399989907981,67
2.2,0.2,0.8680274135178573,0.009287793383277277,0.6168944222829543,0.044475142707394326,68
2.3,0.2,0.8732346972278551,0.008569142428695484,0.6168836951302936,0.046279387229029065,69
2.1,0.2,0.8625434627040989,0.008473171569819847,0.6167064183065308,0.04542290872984893,70
2.6,0.2,0.8846793982133304,0.0045018181819172255,0.6158157271335277,0.04526875946979307,71
2.8,0.4,0.9698770228150518,0.003530931491754855,0.6155652445996881,0.04155282271115637,72
3.0,0.4,0.9729424582832168,0.003045035062993892,0.6148270707459446,0.04116975465324932,73
2.9,0.4,0.9709402399214115,0.0033203797622582557,0.6148270707459446,0.04116975465324932,73
2.5,0.2,0.881350562013448,0.00484475566923477,0.6146594831909614,0.043201394432372225,75
2.0,0.2,0.8579458423615117,0.008348808665446397,0.6135302787465694,0.04462814409204119,76
2.4,0.2,0.8773501836832207,0.00661512663969435,0.6133429951733246,0.04429001428574378,77
2.9,0.125,0.8129278513156922,0.006377731824185532,0.6122154328587339,0.03525750538482639,78
2.8,0.125,0.8099347859202106,0.0068803066102892186,0.6108062838980451,0.03587463602412843,79
3.0,0.125,0.8167111424914433,0.005331926141097281,0.6101163512480621,0.03614702856199062,80
2.0,0.125,0.7699151794582182,0.00900278589607909,0.6092999512428656,0.03046323500106258,81
2.7,0.125,0.8062093703448039,0.007850458596499204,0.6091384563043742,0.033381693510126556,82
2.5,0.125,0.7943824804931026,0.00909572985057925,0.6089714507527154,0.03062659930963362,83
2.6,0.125,0.8021254190507356,0.009138232485114077,0.6088178200780123,0.030531068717004218,84
2.1,0.125,0.7730290311945408,0.009406965390015763,0.6066118625255343,0.029632816971779184,85
2.3,0.125,0.7852165669261381,0.0080513780796998,0.605914170018661,0.028054684001281374,86
2.4,0.125,0.7894854292936101,0.008358213576929178,0.6051276821149021,0.029283175439508456,87
2.2,0.125,0.7802298327938492,0.008323141966969812,0.6042421256048272,0.0272050016847348,88
